text,likes,replies,predicted_stance
Ukrainian dude seems scared,0,0,pro-Ukraine
Long Live Pahlavi Kingdom,0,0,pro-Ukraine
Thank you CREAM PUFF JOE.,0,0,pro-Ukraine
We will be drug into this mess and it won't end good for the world,0,0,pro-Ukraine
They should only get government only and not the civilians just like the game of chess me think to cheack mate !,0,0,pro-Ukraine
Goodbye Ukraine 🇺🇦 u r now Mother Russia 🇷🇺welcome brothers sisters where u belong,0,0,pro-Russia
"The Gospel of salvation of our souls: ️️️️️️For what I received I passed on to you as of [first importance]: that Christ died for our sins according to the Scriptures, that he was buried, that he was raised on the third day according to the Scriptures, and that he appeared to Peter, and then to the Twelve. After that, he appeared to more than five hundred of the brothers and sisters at the same time,",1,0,pro-Ukraine
It's sad when I small leader that's been told we got your back and now biden don't asks for help because he knows his people are proud but they will die because of these big countries playing games.i say God bless u and yours,1,0,pro-Ukraine
This will be no cake walk for Putin. Let's hope his own people do away with him. Finland and Ukraine need to join NATO.,0,1,pro-Ukraine
"If the UN says no, then the US says no.",0,0,pro-Ukraine
I have bottle caps saved up,0,0,pro-Ukraine
All theater,0,0,pro-Ukraine
Fox please increase the volume on all your youtube videos.,0,0,pro-Ukraine
"If Ukraine survives this, they need to give Hunter and the big guy a raise",0,0,pro-Ukraine
The world can Blame old man Biden,0,0,pro-Ukraine
If Russia takes over Ukraine. EU will have to share borders with Russia. NATO needs to find its footing and lead with its military might and not with its politicians.,0,1,pro-Ukraine
This wouldn’t have happened if President Trump was in office,0,0,pro-Ukraine
Russia to Ukraine: Never push your luck.. Unknown explosions started in the night...,0,0,pro-Ukraine
The American people have to set aside their political differences. Need to work in unity or will be bullied by others for ever. Republicans and Democrats both are Americans. If we think and act like we are not One and not United then our Enemies will be Greatly Happy.,0,0,pro-Ukraine
"Ukraine was naive after getting 3,000 when separated from Russia in 1991 and the gave them back under a treaty Russia signed not to invade Ukraine. Given that the world ca. Never take putin at his word. If Ukraine had kept a number of nukes; they and the world wouldn't be in this position.",0,0,pro-Ukraine
"'The U.N. is right; you can't be any more ""un"" Than you are right now, the U.N. is undone. Another mushroom cloud, another smoking gun, the threat is real, the Locust King has come.' - Megadeth",0,0,pro-Ukraine
"Well, Rusia stops invasion and do more on diplomatic talk. Urgent for humanity, stop it.. The nworld migh excile your ppeople totally",0,0,pro-Ukraine
Former President Donald Trump is currently on,0,0,pro-Ukraine
It's not our War.,1,0,pro-Ukraine
"How stupid, anyone can see if you look, Russian is not taking over all of Ukraine! Ukraine lost those ""independent "" areas a long time ago!",0,0,pro-Ukraine
"""Call on the Lord in the day of trouble, and he will deliver you."" Psalm 50 :15",0,0,pro-Ukraine
Мы тронуты...,0,0,pro-Ukraine
"The world is in need. For your own sake: REPENT TO GOD, THE SAVIOR, THE GREAT HELPER. RETURN TO HIM.",0,0,pro-Ukraine
Don’t poke the bear,0,0,pro-Ukraine
"Ukraine ""HAD"" the servers ...",0,0,pro-Ukraine
Shame on Russia,0,0,pro-Ukraine
You better to get nukes ready for psychos,0,0,pro-Ukraine
Stay strong Ukraine peoples 🇮🇩,2,0,pro-Ukraine
Viktor Yanukovich was so right.,2,0,pro-Ukraine
Ukrainian ambassador is even intelligent than Ukraine president,0,0,pro-Ukraine
Sorry its over,0,0,pro-Ukraine
Joe Biden too old,0,0,pro-Ukraine
"There, there Sergiy, uncle Joe's got your back.",0,0,pro-Ukraine
,0,0,pro-Ukraine
"Strange how nobody is discussing the original coup in Ukraine supported by USA, then how long ago the people of the self declared Donetsk Republic in Ukraine announced independence and how long the Ukraine military has been shelling civilians in those cities. Strange how nobody is showing the vids of President Putin warning that NO MORE Nato missile silos and military bases will be tolerated along the Russian border, and asked if USA would tolerate a deal with Mexico where Russia placed missile silos and military bases along the Mexican US border. Strange how when Korea was invaded, Vietnam was invaded, Iraq was invaded and Afghanistan was invaded it was all ok. But now everyone is on their high horse calling this a disgrace? Covid is over, and the media has been pushing and pushing for war so they can maintain the clickbait. Without Trump and the Covid, the media NEEDS war, Biden NEEDS war to try and improve his lack of any popularity. USA and it's European allies have been pushing and pushing and pushing, if they want WW3 then keep going, and you will soon learn what the long standing Russian policy of ""mutual annihilation"" is all about.",0,0,pro-Ukraine
LETS GO BRANDON !!!!!!!!!!,0,0,pro-Ukraine
"The people here in the comments section seem to have forgotten that Tucker has been praising Russia's actions for weeks now. Donald Trump has been praising Putin for years. It's on video, it's right here on this channel. Again, IT's on freaking video. Not just word of mouth, VIDEO.",0,0,pro-Russia
Fight bCk.. Y run to the fkin UN for help.,0,0,pro-Ukraine
US stooge.,0,0,pro-Russia
This is just a conspiracy theory,0,0,pro-Ukraine
Drump called Putin a genius.,1,0,pro-Ukraine
THEY POKE THE SLEEPING GRIZZLY BEAR NOW HE WAKE UP,2,0,pro-Ukraine
Let's go Brandon!!!,0,0,pro-Ukraine
Ya come on someone nuke....get the ball rolling...end this wacked out ball of MADNESS...,0,0,pro-Ukraine
If we get involve we all die,0,0,pro-Ukraine
this all who to be blame?????? the answer USA,0,0,pro-Ukraine
"Fox news has repeatedly bashed ukraine as not worth defending and its sickening. Especially tucker carlson, i am a conservative but i share mitt romneys viewpoint that we have to act",2,2,pro-Ukraine
That will give the great reset a way in! UN...,0,0,pro-Ukraine
nice!,0,0,pro-Ukraine
Ukraine needs to not just sit back. They should do an invasion into Belarus for letting Russian troops to attack from there. They can't damage Russia but they could put Belarus through some pain. Ukraine has to show some sort of strength. Belarus needs to be attacked. Ukraine has 40 million people. They could hit Belarus while confronting Russia at the same time.,0,0,pro-Ukraine
"Ask for evidence about Nazis, and genocide.",0,1,pro-Ukraine
The great reset is in overdrive,0,0,pro-Ukraine
"Didnot he or his colleague just said Russian is not a founding member of UN, the founding member is Soviet Union. Manybe there is nothing for russian to relinquish",1,0,pro-Ukraine
A gift to Russia from Biden and Germany..,0,0,pro-Russia
NATO go for war,0,0,pro-Ukraine
Did they really attack though?,0,1,pro-Ukraine
Sounds.amf looks like a. FF .,0,0,pro-Ukraine
go Russia,0,0,pro-Russia
"In regards to Vladimir Putin's words such as corruption in Ukraine and the west etc and Putin feeling under threat, I simply just perceive that as weakness. It makes it sound like he is unable to resolve corruption with correct methods, with intelligence, maturity and sacrifice, etc. When you go into resolving an issue with force the way Putin thinks he should, that is literally school playground tactics. We know that Russia might be playing his politics like a chess game, which is literally archaic and barbaric, and as far as I'm concerned Russia lack the modern world approach of a mature civilized society. Russia are acting like Nigel Farage and Trump and they take an inflammatory approach to getting their own way, but haven't left their self any favour with world stage leaders, like a school kid bully leaving themselves without any friends. Nigel Farage's and Trump's approach is great for civil war, revolutionary and reforming politics but now that Brexit is over I no longer see any use for that approach and people like Nigel Farage are simply setting a bad and wrong tone to continue. Nigel Farage made his sacrifice as he's said many times and he need's to end on that note, and as far as his future tone, remember the greatest sacrifice that was ever made was an act of love. To love is not a weakness it is strength, to hate and use anger and aggression is a weakness. An attack on Ukraine doesn't show love and respect it shows weakness by Russia.",0,0,pro-Ukraine
Nothing deflects from a failed administration like a war. Thx joe,1,0,pro-Ukraine
no trump tower kiev,0,0,pro-Ukraine
nato has no power...usless .move now to help the people;im a canadian i would fight for theese people; to the end if i could get there,0,0,pro-Ukraine
"Well, you were warned that if the USA and EU troops continue to build up this would happen. Now it has happened.",1,0,pro-Ukraine
"Wew your zelenski said ukrainain will defend itself, now u asked for help, hahaha.",0,0,pro-Ukraine
,0,0,pro-Ukraine
"Things are all about Ukraine right now but soon the will switch to Israel, the West once again will be sidelined but God will not - Ezekiel 38!",0,0,pro-Ukraine
Biden,0,0,pro-Ukraine
The protection of God Jesus Christ and the blood of Christ is with Russian..,0,0,pro-Russia
"It's okay, Kamala Harris is there (in Germany, maybe?) to investigate the root causes.",1,0,pro-Ukraine
Russian soldiers will be welcomed when they enter Kyev,0,0,pro-Ukraine
They do not have the power to fight Russia they need help they need America to wake up and be the superpower it is !,1,0,pro-Ukraine
Boycott Fox,0,0,pro-Ukraine
"Please please please try and find peace , so you preserve with some Good common sense, there has to be a way to make agreements , instead of distruction , and innocent losses of life , keep the discisions being made , by the few it initionally pertains too , because honestly wars make both sides pay a hefty price , Be real men solve it peacefully , in the name of God Almighty Amen",0,0,pro-Ukraine
"Uhhhh, live cam shows traffic there not a invasion?",0,0,pro-Ukraine
Lunatic goverment of russian for real ....,0,0,pro-Ukraine
Russia,0,0,pro-Russia
"VIVA PUTIN, VIVA Ukraine patriots",0,0,pro-Ukraine
"Hey! Hey FOX!!! STOP with the “Hey, Shawn Hannity here, Hey, click here” BS! You are losing viewers and you DON’T EVEN KNOW IT! PEOPLE ARE SICK OF THIS CRAP!!!",1,0,pro-Ukraine
Biden.,0,0,pro-Ukraine
Bing bong,0,0,pro-Ukraine
"Prayers to Ukraine, I apologize for the conservatives love and support of putin over your country, they are communist at heart.",2,0,pro-Ukraine
If eastern Ukraine wants independence they should have the right just like Ukraine sought independence after the fall of the ussr,0,0,pro-Ukraine
INVADE VENEZUELA.,0,0,pro-Ukraine
this guy is amazing ...,0,0,pro-Ukraine
Once a dictator always a dictator. But he's not the only one.,0,1,pro-Ukraine
Putin needs to teach America and the rest of the traitors a bitter lesson. You need to deeply understand what's going on here...,0,0,pro-Russia
Ukraine Stand STRONG Australia Stands With Ukraine 🇦🇺🇺🇦,0,0,pro-Ukraine
Let’s go Brandon !!!!,2,0,pro-Ukraine
Assertative comunication is love kind enjoy the rest of Our God amen sincerely RobertPeter Nielsen II in Jesus Name,0,0,pro-Ukraine
We put the law in front of the Constitution and attending Americans wants and needs who should I do such a thing but Christ alone? By The works in the faith of the fathers we shall flip everything into order tomorrow unto the law that brings peace and safety and to know that God is here as Jesus Christ nothing more or nothing less,0,0,pro-Ukraine
Globlest world Banker War mongeler,0,0,pro-Ukraine
I forgot to remind him. This isn't going to be a regional war...the whole world is involved thru the United Nations....,0,0,pro-Ukraine
The whole Ukrainian citizen is very thankful for Biden's wise action.,0,0,pro-Ukraine
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺,0,0,pro-Ukraine
The Super powers are about to done did explode,0,0,pro-Ukraine
,0,0,pro-Ukraine
not buying it,0,0,pro-Ukraine
Armageddon?,1,1,pro-Ukraine
"Americans used to stand together no matter what now there are those that smile and celebrate and want our President to fail our country to suffer are these the ones who call themselves Patriots. Those that praise Putin and admire him and are so proud to do so still have you believe they want to make, keep America great again REALLY.",1,0,pro-Russia
Please advise on clearing out on the Ukraine national or the Donetsk national and others. Since the Ukraine leadership has never protected these people with the 40 villages attacking by the Ukraine warriors. I have never seen any warriors from the Russia national at the Ukraine earth and Kiev.,0,0,pro-Ukraine
AMERICA NEEDS TO SUPPORT Europe. We need more troops there and fight and reppell them!!,0,1,pro-Ukraine
Fake news,0,0,pro-Ukraine
Someone should have made cheena and rus a nice quiet sandbox for about a 1000 years.,0,1,pro-Ukraine
This is sad. Wouldn't have happened under Trump.,0,0,pro-Ukraine
Meanwhile Trump jokes about supporting Putins movement's,1,0,pro-Ukraine
The Ukraine is weak,0,0,pro-Russia
WW3 begins,0,0,pro-Ukraine
yeah NATO played with Russia and now u pissed them off,0,0,pro-Ukraine
This makes me hungry for Chicken Kiev now.,0,0,pro-Ukraine
Biden is responsible.,0,0,pro-Ukraine
"Fox News and their social twist on language. This man was not pleading, he was eloquent and ethical...something your news is really lacking these days.",0,0,pro-Ukraine
"GOD BLESS RUSSIANS,",2,0,pro-Russia
"ukranian citizen should move to russia and live there for few years, Ukarian has no chance to win this war",0,0,pro-Russia
"Rest in peace the nation of Ukraine, America and nato are weak and let this happen, shame. Time to start taking Russian classes",0,0,pro-Russia
What happened to Ukraine's nuclear missiles why did they get rid of their nuclear weapons they should have had nuclear weapons from the old Soviet Union,0,1,pro-Ukraine
This is so funny,0,0,pro-Ukraine
"Finally, Ukrain free thrue Donbas!",0,0,pro-Ukraine
So I guess it's the democrats fault,0,0,pro-Ukraine
YES!!!!! YES!!!! we support russia!!!!!!!!! I am with tucker carlson!!!!!!!!!!!!!!!!,0,0,pro-Russia
Russia is about to face an international military coalition like never before!,0,5,pro-Ukraine
"The Russian bots are here. Good job, Fox!",0,0,pro-Russia
