text,likes,replies,predicted_stance
"Did Russia say it was a baby milk factory? Russia massing troops? Sweet, easier to find them.",0,0,pro-Ukraine
The news needs a day off,0,0,pro-Ukraine
When will brics retaliate?,1,0,pro-Ukraine
Wait i thought we moved on from Ukraine to Israel,0,0,pro-Ukraine
*alot,0,0,pro-Ukraine
they need help there mustering that amount of troops gonna look like bakhmut,0,0,pro-Ukraine
Good Shit,0,0,pro-Ukraine
Russia should realize Ukraine will come back for this territory. Whoever live in the Donbas area will never see peace as long Putin is in power.,0,0,pro-Ukraine
"Its all completely made up, the conflict in Ukraine is very well known and very specific, no other country in Europe can make a case that Russia is a threat.",0,0,pro-Ukraine
"Won't change anything,",0,1,pro-Ukraine
"Appoint me the minster of defence of Russia and there won't be Ukraine and Baltics in 5 hours.. So this is gaming and chatterbox, but not the real war.",0,0,pro-Ukraine
🇺🇦,0,0,pro-Ukraine
SLAVA UKRAINE,0,2,pro-Ukraine
"Welcome to our show?youre talking about people dying both sides stupidity,think about it",0,0,pro-Ukraine
"Ukraine should not provoke Russia. Without us eu, they should surrender as that is the best thing to do. Leader should act for the best option of people.",0,1,pro-Ukraine
Trump is doing excellently in not fueling the war by supplying the Green T shirt,0,0,pro-Ukraine
"You are overstating the invaders' advances, please double check your facts. Jus' sayin.",0,0,pro-Ukraine
City is a regional center called IZHEVSK,0,0,pro-Ukraine
noooooo,0,0,pro-Ukraine
"It’s amazing how the world views Trump in the right light, but CNN and Libs do not. this guy basically spoke like Trump",0,0,pro-Ukraine
I don't care. I live on the other side of the world. Russia is no danger to my country. 🇺🇸,2,5,pro-Ukraine
Everything he said Spain was worried about Russia doing has been done by the US for decades,1,0,pro-Ukraine
and what does Trump do ........... Stop weapons supplies to Ukraine GO USA YOU SHOULD BE SO PROUD,0,0,pro-Ukraine
Thought Trump stopped that war,1,0,pro-Ukraine
"Trump's crazy Putin takes pics of shirtless pony rides, the only sane to leaders seem to be Canadian. And Australia , Maybe Japan",1,0,pro-Ukraine
The world is falling apart.. it’s death and destruction everywhere we look. I think it’s time for me to unplug.. this shit is depressing,0,2,pro-Ukraine
,0,0,pro-Ukraine
We need Trump to give go ahead for the increased sanctions bill now!,0,0,pro-Ukraine
Nothing like the oj trial,0,0,pro-Ukraine
"What ""peace efforts of Trump""??? Missed that memo.",0,0,pro-Ukraine
"Is a big shame for putin,",0,0,pro-Ukraine
Thats a School house.,0,0,pro-Ukraine
"Sucks, huh, Russia?",1,0,pro-Ukraine
that was emperor-gladiator’s = ukraine-presidents direct-doomsday midway blitz,0,0,pro-Ukraine
,0,0,pro-Ukraine
"make love not war,love your enemy it is basic teaching of our Lord Jesus Christ.Rdt",0,0,pro-Ukraine
1400 km,0,0,pro-Ukraine
and Russia capture Luhansk while Ukraine attacks are hyped....lol,0,0,pro-Ukraine
It's USA did not Ukraine,0,0,pro-Ukraine
"Trump has no cajones. He won't stand up to Putin. He's like a firghtened little child. Putin towers over him. Trump cowers below, trembling, crying, ""mommy help me.""",1,0,pro-Ukraine
Has Trump ever met a didtator he wouldn't fluff ?,0,0,pro-Ukraine
"Real deep huh, Putin?",0,0,pro-Ukraine
Very beautiful sight to see. And all without any help from Trump.,0,0,pro-Ukraine
Ukraine attacks only military facilities & Russia attacks civilian apartments. It's funny,0,0,pro-Ukraine
It's u.k. leading this war. They can lead in spending.,0,0,pro-Ukraine
All Trump has to say is he has to leave Ukraine by the end of the Week or we are going to join the War .,1,1,pro-Ukraine
Iskevsk or Ijevsk,0,0,pro-Ukraine
"If Russia were a country in Latin America, it would be the third or fourth country with the lowest wages, only above dictatorships like Venezuela, Cuba, and Nicaragua, but anyway... Putin apparently has priorities: sustaining a very expensive war.",0,1,pro-Ukraine
"By ""Ukraine"", you of course mean American weapons, American intelligence, and American satellites.",0,1,pro-Ukraine
We in Africa we see Putin as a friend,0,0,pro-Ukraine
I thought thst was what fox blamed the dems for...b,0,0,pro-Ukraine
So Ukraine has won the war,0,0,pro-Ukraine
What's different between Putin and Netanyahu?,0,0,pro-Ukraine
It is a horrible shame on my country that our moronic President has abandoned the brave and free people of Ukraine.,0,0,pro-Ukraine
Western Governments get of your useless arses and really help Ukraine...,0,0,pro-Ukraine
Urkaine caused the extra spending,0,0,pro-Ukraine
MY TAX MONEY,0,0,pro-Ukraine
Thats what happens when you invade another country,0,0,pro-Ukraine
Ukraine's losing on the battlefield so they're trying to win the battle on the internet aww,1,2,pro-Ukraine
The coup was a bad idea. This going g back and forth...the lives lost,0,0,pro-Ukraine
"Trump is in love with Putin, that's why he doesn't want to upset him. Ha ha ha",0,0,pro-Ukraine
Bullshit Poland. Lithuania finished fence with cameras first... But our politics take closed border stance from p0land very peacefully... However....,0,0,pro-Ukraine
Russians will inow what war is like,0,0,pro-Ukraine
"Or they purposely donate little so that the public raises the majority. If to think of these media shows about this topic, is like watching a couple of hrs of TV advertising for a charity, yet it's politicians who go around with the buckets. It's just that you as a viewer can't see it for what it is. It's a constant drive for the public to donate whether it's for therapy, animal welfare, disease. They always make it look like they are doing everything within their power to solve something. Yet getting incredibly rich whilst solving nothing but coming up with more schemes that'll implore the public to donate, so that the elites don't have to. Wake up, today",0,0,pro-Ukraine
That dont mean nothing. Russia is gone keep coming,0,0,pro-Ukraine
Ayou cant take control by the way,0,0,pro-Ukraine
"There are people who have long since lost human values ​​and conscience, and shame is generally something they don't know at all. If we take all of this and connect it to certain people, you can definitely say that this is what they are. Of course, I'm referring to Putin, Netanyahu, and Trump. Since Trump works for Putin and for Netanyahu, it's easy to connect it more simply. Just the city here. I haven't seen or heard of a spy becoming president yet, and Trump showed me that it's possible. Well, instead of being in prison, he runs the greatest country in the world, and crime celebrates. Crime pursues crime, but who's to judge? The Europeans are licking their asses and begging him to give them one slap and not two. Instead of being strong and powerful, they are afraid of their own shadow and still don't understand that if Ukraine doesn't win, they are the main losers, and in the meantime, it's Ukraine that is doing what all of Europe should have done, and because of their fear, they tremble to even think that there is a time in life when wars should also be decided. And just to see that what Russia is allowed to do to Europe is allowed twice as much. If Russia receives weapons from North Korea and sends such numbers of soldiers, Europe is also allowed to send soldiers, but Europe only knows how to talk and promise, and what was promised will come in many years, if it comes at all, like Macron. So he tells Zelensky to pray to God and ask for one request: God, protect me from my lovers, from my enemies, I will protect myself. Macron plays it as a friend and stabs me in the back. That's why Ukraine must be careful of him. By the way, he was the only one who prevented Ukraine from joining the European Union, which would have prevented many deaths over the past 3.5 years. Well, a little food for thought. What can I say? We must condemn these sons of the devil and understand what awaits us from them. And there is also Taiwan. What will become of it? Only God knows.",0,0,pro-Ukraine
This wouldn't happen if Trump was president,0,0,pro-Ukraine
"Hey don't worry, Trump gave Putin 2 weeks to stop fighting ... what, about 5 weeks ago ?",0,0,pro-Ukraine
This is a video from a strike on Ukraine LOL,0,1,pro-Ukraine
"Back at it again,Yea let Europe take care of the reincarnation of Napoleon",0,0,pro-Ukraine
is this the War that Trump promised to end on Day One?,0,0,pro-Ukraine
Forget abot Spain ... they should send aall their Leopards ....,0,0,pro-Ukraine
Take that Putin!,0,0,pro-Ukraine
,0,0,pro-Ukraine
This is Ukraine not Russia!,0,0,pro-Ukraine
Trumps peace effort????? What??? Where lol what peace effort????,0,3,pro-Ukraine
"The UN Charter allows for the self-determination of all peoples. Russia is on the territory of Ukraine without violating international law, because Russia is the defender of the self-determined peoples of the DPR, LPR, Crimea, and Novorossiya, regions. If people do the research starting with the 2014 Crimean and subsequent referendums, they will find that the peoples of these regions voted in favour of joining Russia as they are ethnically Russians. This means the lands of these regions will also become Russia. Russia is simply enforcing the will of the people as allowed by the UN Charter. The Zelensky regime doesn’t want this to happen. This is what this conflict is about.",0,1,pro-Russia
Ukrain or usa strike on russia?,0,0,pro-Ukraine
Documentary about Trump in putins pocket: ACTIVE MEASURES....,0,0,pro-Ukraine
"It’s about time. Ukraine needed to be supported by some other countries. American taxpayers shouldn’t have been held responsible for their salaries./Plus, The Ukrainian upper command has informed sources that US politicians were getting kickbacks from all this Ukrainian military funding. That should call for a criminal investigation.",0,0,pro-Ukraine
🇷🇺🇷🇺🇷🇺,1,1,pro-Ukraine
Ask for Bunker buster,0,0,pro-Ukraine
"Russia has the manpower edge to outlast Ukraine, FT warns. Ukraine’s position is more precarious, and the country could face military collapse within six months unless it receives urgent military support. Diplomatic optics from the NATO summit cannot disguise the grim reality on the battlefield. NATO’s commitment to deterrence and increased spending may not be enough to prevent Ukraine’s collapse if material support does not arrive quickly. Importantly, troop numbers cannot be fixed by foreign allies. Ukraine has suffered heavy casualties, and its manpower reserves are dwindling.. Escalating Russian missile strikes on Kyiv and other cities are not only inflicting physical damage but also damaging Ukrainian morale. That shift is reportedly evident in private appeals by Ukrainian officials for a ceasefire. Once considered defeatist, such calls are now increasingly urgent behind closed doors. Even the alliance’s ever-smiling Secretary-General, Mark Rutte, may find it hard to keep smiling by year’s end.",0,1,pro-Ukraine
🇺🇦🇺🇦🇺🇦🇺🇦️,0,0,pro-Ukraine
"It,s fake ai genrated",0,0,pro-Ukraine
Im universal usa 🇺🇸 man my name is john dear Trump president AMEN indipendent day 🇺🇸 God bless canada God bless USA 🇺🇸 God bless 🇮🇱,0,0,pro-Ukraine
Slava Ucraina. Italy.,0,0,pro-Ukraine
Lol,0,0,pro-Ukraine
A a not so secret Russian spy I must say that I disagree with the BBC,0,0,pro-Ukraine
🇺🇦🇺🇦🇺🇦🇵🇭🇵🇭🇵🇭,0,0,pro-Ukraine
Liars,0,0,pro-Ukraine
look at all those Russian actors running and screaming like they are really afraid.... Excellent propaganda Putin !!!!,0,0,pro-Ukraine
"Russia is losing. They have run out of weapons, they are using shovels to fight. NATO won",0,0,pro-Ukraine
I blame Trump for not helping Ukraine. Trump is a horrible evil person.,0,0,pro-Ukraine
Rissian Army is a big bad ass its Army is a big joke,0,0,pro-Ukraine
The level of discussion and questions asked is absolutely pathetic Running with Kremlin taking points half the time,0,0,pro-Ukraine
Orcs are all of them !,0,0,pro-Ukraine
Elon Musk rat for President of America.,1,0,pro-Ukraine
CNN is more and more like OAN,0,0,pro-Ukraine
You can't defeat 🇷🇺Russia,2,0,pro-Ukraine
I wanna hear no crying from Ukraine about they need more money from American taxpayers. I’d rather they spend my tax money on the American borders. Ukraine doesn’t want to negotiate so they gotta figure it out without American support.,0,0,pro-Ukraine
"“Built a big beautiful fence that’s 98% effective”. Where’s all the “build bridges, not walls” crowd?",0,1,pro-Ukraine
I stand with the world against Trump and Putin .,0,0,pro-Ukraine
Putin is playing Trump.,0,0,pro-Ukraine
NATO*,0,0,pro-Ukraine
By 14th CT 13th,0,0,pro-Ukraine
Will Trump decide to become an American?,0,0,pro-Ukraine
,0,0,pro-Ukraine
Dude is so full of shit. They have not advanced hardly at all.,0,0,pro-Ukraine
I guess no negotiations for peace,1,3,pro-Ukraine
I thought trump ended that war?,0,0,pro-Ukraine
No one cares anymore.,0,0,pro-Ukraine
"Sorry Ukraine, can't help you, the campaign donors need their tax cuts....",0,2,pro-Ukraine
Taco Bell sells tacos,0,0,pro-Ukraine
DTP <3,0,0,pro-Ukraine
🇺🇦🇺🇦🇺🇦🇺🇸🇺🇸🇺🇸️️️,0,0,pro-Ukraine
So it's Russia pushing african migration ? Not you Nato when you attacked libya ?,0,0,pro-Ukraine
- Це росія.,1,0,pro-Ukraine
"I came in and had my propaganda fix, thank you CNN",0,0,pro-Ukraine
cnn ice ap,0,0,pro-Ukraine
So many bots fishing replies here. Dont listen to any of these russian bots fishing replies about trump.,0,0,pro-Ukraine
Taco is putin are buddys.,0,0,pro-Ukraine
lol,0,0,pro-Ukraine
What about Israel's war crimes?!?!??!,0,0,pro-Ukraine
"More than 30 nations, more population, an economy 20 times bigger than Russia, but still Nato can't stop Putin. And the guy in the video says ""we can stop Russia, it's just we don't want to""",1,1,pro-Ukraine
🇺🇦🇺🇦🇺🇦🇺🇦,0,0,pro-Ukraine
"Come out, come out, wherever you are Zelensky.",1,0,pro-Ukraine
Shittyputin must lose.,0,0,pro-Ukraine
,0,0,pro-Ukraine
Down with putin down with trump,0,0,pro-Ukraine
🫢,0,0,pro-Ukraine
……..,0,0,pro-Ukraine
"It's Canada, England and France doing it",0,1,pro-Ukraine
That’s great for them. Can we please pull out of this now?,1,2,pro-Ukraine
🇪🇺🇺🇦 UNITED STATES OF EUROPE 🇺🇦🇪🇺,0,0,pro-Ukraine
"Hi, May I share the most important thing ever before with you? Abba Father, sent His Holy and sinless Son (Jesus/Y'shua) to earth, to be born of a virgin.He grew up and died on the cross for our sins. He was put into a tomb for 3 days.Abba Father raised Him to life, and He appeared to people and went back to heaven. It says in John 1:12 ""But as many as received him, to them gave he power to become the sons of God, even to them that believe on his name."" Will you sincerely, receive Jesus today, as your Savior and put your genuine faith in His blood and in Him for salvation?",0,0,pro-Ukraine
,0,0,pro-Ukraine
Good shhhh oo oot,0,0,pro-Ukraine
Save Elon.,0,1,pro-Ukraine
One clip.b,0,0,pro-Ukraine
"Truly, Americans have showen their leadership. Truly, Europe out numbers Americans. Kick some butt. Folks.",1,2,pro-Ukraine
Hey Spain we want our money back that we gave you through the EU Union now that we had a Brexit we want our money back.,0,0,pro-Ukraine
Xin cnn cứu chúng tui bị đói,0,0,pro-Ukraine
,0,0,pro-Ukraine
,0,0,pro-Ukraine
32 countries invest all their weapons and billions of dollars and still cannot defeat Russia.🇬🇧,1,1,pro-Ukraine
Russia is winning,0,0,pro-Russia
Yeehaw,0,0,pro-Ukraine
Praise lucifer,0,0,pro-Ukraine
Zelensky is out of control… must be stopped! NOW!!,0,0,pro-Ukraine
️🇺🇦,0,0,pro-Ukraine
MAGA will be crying,0,1,pro-Ukraine
Continua Russia fino a casa zelenski....in nome del popolo ucraino....solo tu puoi aiutare gli ucraini,0,0,pro-Russia
All those NATO countries helping Ukraine and still cant defeat Russia....whats the sense in having NATO?,1,6,pro-Ukraine
RazzzPutin....,0,0,pro-Ukraine
🇺🇦Ukraine has lost the war,1,0,pro-Ukraine
"I don't see the humane value difference in war between a Ukraine life and a Russian life, it's all the horrors of war. The problem in Ukraine is the propaganda only shows the civilian collateral damage. When Israel recently hit a Medical Center, TV Station, and apartment complex to assassinate a military leader it also took out 60+ civilians including 20 children and the west said nothing followed by Russia doing some of it and then the west hypocritically complains? Russia is a Democracy with a Constitution and three branches of Government. During the Russia-Ukraine war, President Putin was elected by 78% of the popular vote. When was Zelensky last elected? Or is Zelensky now more like a Dictator dictating martial law? In a 2007 speech in Munich Germany, Vladimir Putin warned against further NATO expansion. In 2008, NATO accepts applications for expansion into Georgia and Ukraine. This was followed by NATO arming and training Georgia to attack their pro-Russian Ossetia region, similar to what later happened when NATO armed Ukraine to attack their pro-Russian Donbass region. In 2008, Russia pre-emptively invaded Georgia to spur negotiations, and prevent NATO expansion. Similar to when Russia pre-emptively invades Ukraine in February 2022 to spur negotiations, however Ukraine reneged on negotiations in April 2022. In 2008, the U.S. ambassador to Russia George Burns wrote to U.S. Secretary of State Condoleezza Rice: the brightest of all red lines for the Russian elite, including the critics of Putin, is maintaining Ukraine neutrality and preventing NATO in Ukraine. In 2025, Secretary General of NATO, Mark Rutte, stated NATO in Ukraine is irreversible. The last two contradictory statements clearly makes the Russia-Ukraine war a forever war. The only ones wanting to waste more taxpayer money on a proxy in a forever war under martial law are the tactless neocons, megalomaniacs, warmongers, fearmongers, profiteers, lobbyists of the military industrial complex, and the politicians receiving campaign funding from thereof. First it was economic warfare with the false promise of an economic collapse of an adversary but after 25k+ sanctions against a country in BRICS trading within their coalition without the dollar, sanctions turned into a farce. American taxpayers should not have to pay for a cultural and political dispute on the other side of the world, especially when the dispute only escalated after sore losers of the EU objected to a 2013 trade agreement between a neutral Ukraine and the EEU, comprised of Armenia, Belarus, Kazakhstan, Kyrgyzstan, and Russia combining to offer Ukraine the better trade deal. Minus a few in the EU, the sore losers, – much like U.S. Democrats after the 2024 election and 2025 protests – most calling upon NATO, discriminated and exploited cultural and political differences followed by a coup with the Bandarite fascists to herd out protesters, excite, enrage, and stoke a pack mentality into violence to overthrow a democratically elected President in 2014. Most in eastern Ukraine, including Crimeans, were furious the President they voted for was overthrown. Within days, Russia walked into Crimea, and without firing a shot, held a referendum and 97% of Crimeans voted to secede from Ukraine and join Russia. This was followed by human rights violations by Ukraine when denying the residents of Luhansk and Donetsk their freedom of cultural choice, resulting in declaring their Independence. The regime in Kyiv then attacked the people in those Oblasts. Eventually, Putin helped negotiate a peace agreement in Minsk. ​The dissolution of the USSR did not become final until Belarus and Ukraine agreed on continued cooperation with Russia in the: Belovezhskaya Accords. Now, in nearly all Ukrainian occupied Oblasts, the regime of Zelensky chase down citizens on the streets and force them into a war against Russia while preventing freedom of the local press to report military losses, followed by martial law preventing elections to replace the regime. Ukraine had their best chance for peace and normalcy in April 2022 Istanbul with an initialed peace agreement of demilitarized neutrality, cede Crimea back to their neighbor, and grant cultural choice for Luhansk and Donetsk with local administration. Days after initialed, Ukraine decided to became a proxy of NATO and reneged. Then Biden gave hundreds of billions in aid, weapons, troop carriers, tanks, and command and control from Germany resulting in four more Russian annexes. Subsequently, it was if we only had F-16s or long range missiles but after getting them it was the same results. Then it was Zelensky leading the blowing up of a Russian bridge on top of a civilian passenger train and attacking some of Russia’s nuclear triad on the day before peace talks, then at the peace talks the contingent shows up in fatigues and unreasonably demands an unconditional ceasefire on an adversary making steady territorial gains of 10 SQKM+ a day and at least two villages a week, proving it was Zelensky all along that did not want to follow through with his campaign promise of peace, whether for NATO or not. Now it is if we only had more missile defenses when it still cannot stop the Kinzhal, Onyx, Iskander, Zircon, or hypersonic maneuverable MIRVs. Israel had the best missile defense in the world and then Iran used their hypersonic maneuverable FATAH missiles to turn the Israel missile defense into a sieve. At the same time, it takes more than missiles and missile defenses to win a territorial war, it takes combat troops of which Russia outnumbers Ukraine while recently advancing at a record pace. Zelensky needs to wake up, when no country occupying captured territory is going to accept an unconditional ceasefire, and no pressure will make Russia surrender their annexes containing mostly Russian cultured people while the annexes also provide a land bridge in case Ukraine keeps attacking the Kerch bridge. Giving Zelensky more military support means he will keep gambling with lives and land then lose more lives and perhaps lose 2 to 4 more Oblasts. The gig is up, negotiate a peace deal now of Ukraine neutrality, ceding Crimea and four annexes, or Ukraine might end up land locked or lose all of Ukraine under their current leadership.",0,0,pro-Ukraine
,0,0,pro-Ukraine
Strategically a total waste of effort.,0,0,pro-Ukraine
,0,0,pro-Ukraine
"Where are the Europeans, where are the South Koreans, shame! Shame on the Europeans: Austria, Belgium, Cyprus, Croatia, Estonia, Finland, France, Germany, Greece, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, the Netherlands, Portugal, Slovakia, and Slovenia. (The eurozone is made up of 20 countries) + 6 hypocrites: Bulgaria, Czech Republic, Denmark, Hungary, Poland, and Romania.",0,0,pro-Ukraine
Ukraine is always foolish in provoking Russia and later will regret it,1,3,pro-Ukraine
Ukraine lose,0,0,pro-Ukraine
But weren't you guys saying Russia has been fighting with shovels since 2022?,0,0,pro-Ukraine
Welp we remember what happened last time they pulled this stunt..he'll call trump and tell him hes going to flatten Ukraine again when wil zelensky save his people and surrender,0,0,pro-Ukraine
Nothing has changed,1,0,pro-Ukraine
Who cares?,0,0,pro-Ukraine
Ukraine has lost Slava Russia,0,0,pro-Ukraine
WE STAND WITH ISRAEL 🇮🇱,2,0,pro-Ukraine
Russian troops are advancing all over the front line,0,0,pro-Ukraine
"not ukraine military, but is NATO military support",0,0,neutral
You did not report Russia took over Luhansk,0,0,pro-Ukraine
Ukraine or the Western world? Are you kidding the world?. Leaves Ukraine alone and the comedian will be in Moscow a day after your evacuation,0,0,pro-Ukraine
"Russia is showing the way , bravo",0,0,pro-Russia
More crying,1,0,pro-Ukraine
Forgot about Ukraine honestly,0,2,pro-Ukraine
"Well done G7, all of U r hypocrite. Always said about humanity and no war, and yet u start another one",0,0,pro-Ukraine
I teally dont care what happens in eastern Europe as long as my tax dollars dont go over there,0,4,neutral
️️️ foreign minister ever,1,0,pro-Ukraine
I wonder why Ukrainians are still fighting for that Clownkinsky aka Kinky Clown.,0,0,pro-Ukraine
NATO is finished,1,0,pro-Ukraine
Russian 🇷🇺 number one,0,0,pro-Ukraine
"The puppet comedian betrayed Ukraine, he working for foreign interests and not for Ukrainians.",0,0,pro-Russia
It looks like a civilian facility to me,0,4,pro-Ukraine
SPOILER ALERT: Ukraine is not going to win this war.,0,3,pro-Ukraine
