text,likes,replies,predicted_stance
I DO KNOW ITS A GOOD IDEA TO TURN TO THE MOSTHIGH ALAHIM YAHUAH YAHUSHA RUACH HA QODESH FOR THE WELFARE OF YOUR SOUL I DO KNOW THAT THEY ARE ALL DOING THINGS. THEY ARE NOT GOOD AT ALL. THEY SHOULD ALL STOP.,0,0,pro-Israel
Invite palestinians!,0,0,neutral
This dude looks like he has child corn on his computer,0,0,neutral
"Some people do some things, and they always will.",0,0,neutral
This comment section is full of ziobots,0,0,pro-Gaza/Palestine
fox propaganda network!,1,0,pro-Gaza/Palestine
"Pam, where's the Trump-Epstein Client List?",0,0,neutral
וא שלום ו ביי,0,0,pro-Israel
Un laiers,0,0,neutral
Vu likya liar,0,0,neutral
He is a LIAR OK OK OK,0,0,neutral
I got taco bell farts,0,0,neutral
Trump supporters.,0,0,pro-Gaza/Palestine
,0,0,error
Free Palestine free Gaza,0,0,pro-Gaza/Palestine
Liar,1,0,pro-Gaza/Palestine
"You guy's do know that people have access to the internet, right? Facts are everywhere.",0,0,neutral
- Epstein List -> ️🇮🇱️🇮🇱️‍️‍🇮🇱🇮🇱️️‍🇮🇱🇮🇱,0,1,pro-Gaza/Palestine
Us is so evil,0,2,pro-Gaza/Palestine
Fake news,0,0,neutral
